,region,type,posting_date,count
1629,ann arbor,SUV,2021-04-12 00:00:00+00:00,7
13069,danville,sedan,2021-04-12 00:00:00+00:00,4
26298,jackson,sedan,2021-04-12 00:00:00+00:00,29
44264,plattsburgh-adirondacks,truck,2021-04-12 00:00:00+00:00,1
63755,wyoming,SUV,2021-04-12 00:00:00+00:00,9
62140,western slope,sedan,2021-04-12 00:00:00+00:00,11
20614,ft myers / SW florida,wagon,2021-04-12 00:00:00+00:00,3
13094,danville,truck,2021-04-12 00:00:00+00:00,2
3659,baltimore,SUV,2021-04-12 00:00:00+00:00,15
30212,lancaster,other,2021-04-12 00:00:00+00:00,3
23142,harrisburg,sedan,2021-04-12 00:00:00+00:00,15
44282,poconos,SUV,2021-04-12 00:00:00+00:00,5
28037,kennewick-pasco-richland,other,2021-04-12 00:00:00+00:00,1
55468,state college,other,2021-04-12 00:00:00+00:00,1
47334,rochester,coupe,2021-04-12 00:00:00+00:00,6
55788,stockton,coupe,2021-04-12 00:00:00+00:00,20
30117,lancaster,SUV,2021-04-12 00:00:00+00:00,7
13508,daytona beach,hatchback,2021-04-12 00:00:00+00:00,1
30386,lansing,coupe,2021-04-12 00:00:00+00:00,2
35701,merced,coupe,2021-04-12 00:00:00+00:00,1
13886,delaware,SUV,2021-04-12 00:00:00+00:00,5
3051,augusta,convertible,2021-04-12 00:00:00+00:00,1
50059,santa maria,pickup,2021-04-12 00:00:00+00:00,1
30639,laredo,sedan,2021-04-12 00:00:00+00:00,6
55607,statesboro,sedan,2021-04-12 00:00:00+00:00,2
23298,harrisonburg,pickup,2021-04-12 00:00:00+00:00,1
3027,augusta,SUV,2021-04-12 00:00:00+00:00,3
3019,auburn,van,2021-04-12 00:00:00+00:00,3
7784,catskills,SUV,2021-04-12 00:00:00+00:00,1
708,albany,wagon,2021-04-12 00:00:00+00:00,6
48220,saginaw-midland-baycity,wagon,2021-04-12 00:00:00+00:00,1
59994,vermont,truck,2021-04-12 00:00:00+00:00,7
50013,santa maria,hatchback,2021-04-12 00:00:00+00:00,1
1518,anchorage / mat-su,sedan,2021-04-12 00:00:00+00:00,12
3009,auburn,sedan,2021-04-12 00:00:00+00:00,1
20149,fredericksburg,wagon,2021-04-12 00:00:00+00:00,1
35670,merced,SUV,2021-04-12 00:00:00+00:00,3
40839,northwest GA,pickup,2021-04-12 00:00:00+00:00,1
3065,augusta,coupe,2021-04-12 00:00:00+00:00,1
64270,york,pickup,2021-04-12 00:00:00+00:00,2
2258,asheville,SUV,2021-04-12 00:00:00+00:00,25
55631,stillwater,SUV,2021-04-12 00:00:00+00:00,2
47309,rochester,convertible,2021-04-12 00:00:00+00:00,3
56713,texarkana,other,2021-04-12 00:00:00+00:00,1
54749,st cloud,SUV,2021-04-12 00:00:00+00:00,5
30602,laredo,hatchback,2021-04-12 00:00:00+00:00,1
44818,prescott,sedan,2021-04-12 00:00:00+00:00,6
35747,merced,other,2021-04-12 00:00:00+00:00,1
64939,zanesville / cambridge,SUV,2021-04-12 00:00:00+00:00,2
53932,space coast,SUV,2021-04-12 00:00:00+00:00,3
23282,harrisonburg,other,2021-04-12 00:00:00+00:00,1
3095,augusta,other,2021-04-12 00:00:00+00:00,1
60040,vermont,wagon,2021-04-12 00:00:00+00:00,3
46063,redding,mini-van,2021-04-12 00:00:00+00:00,2
55542,statesboro,SUV,2021-04-12 00:00:00+00:00,1
26036,ithaca,hatchback,2021-04-12 00:00:00+00:00,1
40864,northwest GA,sedan,2021-04-12 00:00:00+00:00,2
7818,catskills,hatchback,2021-04-12 00:00:00+00:00,1
40715,northwest CT,sedan,2021-04-12 00:00:00+00:00,3
30616,laredo,pickup,2021-04-12 00:00:00+00:00,1
35725,merced,hatchback,2021-04-12 00:00:00+00:00,1
60022,vermont,van,2021-04-12 00:00:00+00:00,3
26001,ithaca,SUV,2021-04-12 00:00:00+00:00,4
48199,saginaw-midland-baycity,truck,2021-04-12 00:00:00+00:00,1
30684,las cruces,SUV,2021-04-12 00:00:00+00:00,3
52116,south bend / michiana,other,2021-04-12 00:00:00+00:00,1
64043,yakima,pickup,2021-04-12 00:00:00+00:00,1
40771,northwest GA,SUV,2021-04-12 00:00:00+00:00,1
48174,saginaw-midland-baycity,sedan,2021-04-12 00:00:00+00:00,23
44981,pueblo,hatchback,2021-04-12 00:00:00+00:00,1
25917,iowa city,other,2021-04-12 00:00:00+00:00,2
23373,hartford,SUV,2021-04-12 00:00:00+00:00,7
64073,yakima,sedan,2021-04-12 00:00:00+00:00,16
55573,statesboro,other,2021-04-12 00:00:00+00:00,1
20079,fredericksburg,sedan,2021-04-12 00:00:00+00:00,11
25951,iowa city,sedan,2021-04-12 00:00:00+00:00,1
59933,vermont,pickup,2021-04-12 00:00:00+00:00,5
35538,memphis,wagon,2021-04-12 00:00:00+00:00,1
25931,iowa city,pickup,2021-04-12 00:00:00+00:00,1
59907,vermont,other,2021-04-12 00:00:00+00:00,1
56692,texarkana,coupe,2021-04-12 00:00:00+00:00,1
47483,rochester,sedan,2021-04-12 00:00:00+00:00,56
1487,anchorage / mat-su,pickup,2021-04-12 00:00:00+00:00,7
7730,cape cod / islands,sedan,2021-04-12 00:00:00+00:00,4
44964,pueblo,coupe,2021-04-12 00:00:00+00:00,1
64028,yakima,other,2021-04-12 00:00:00+00:00,1
14050,delaware,truck,2021-04-12 00:00:00+00:00,3
47755,rockford,sedan,2021-04-12 00:00:00+00:00,12
2977,auburn,other,2021-04-12 00:00:00+00:00,1
40739,northwest CT,truck,2021-04-12 00:00:00+00:00,1
44931,pueblo,SUV,2021-04-12 00:00:00+00:00,4
47110,roanoke,hatchback,2021-04-12 00:00:00+00:00,1
13995,delaware,pickup,2021-04-12 00:00:00+00:00,2
28139,kennewick-pasco-richland,wagon,2021-04-12 00:00:00+00:00,2
2964,auburn,hatchback,2021-04-12 00:00:00+00:00,1
23320,harrisonburg,sedan,2021-04-12 00:00:00+00:00,5
7666,cape cod / islands,hatchback,2021-04-12 00:00:00+00:00,3
52061,south bend / michiana,coupe,2021-04-12 00:00:00+00:00,1
57804,tri-cities,other,2021-04-12 00:00:00+00:00,3
35616,mendocino county,sedan,2021-04-12 00:00:00+00:00,1
2947,auburn,SUV,2021-04-12 00:00:00+00:00,1
59964,vermont,sedan,2021-04-12 00:00:00+00:00,34
14024,delaware,sedan,2021-04-12 00:00:00+00:00,11
298,akron / canton,pickup,2021-04-12 00:00:00+00:00,2
28194,kenosha-racine,convertible,2021-04-12 00:00:00+00:00,1
64017,yakima,mini-van,2021-04-12 00:00:00+00:00,1
20106,fredericksburg,truck,2021-04-12 00:00:00+00:00,1
40809,northwest GA,hatchback,2021-04-12 00:00:00+00:00,2
62264,wichita,convertible,2021-04-12 00:00:00+00:00,2
40921,northwest KS,SUV,2021-04-12 00:00:00+00:00,1
3140,augusta,sedan,2021-04-12 00:00:00+00:00,5
26057,ithaca,other,2021-04-12 00:00:00+00:00,1
44572,port huron,wagon,2021-04-12 00:00:00+00:00,1
40911,northwest GA,wagon,2021-04-12 00:00:00+00:00,1
20350,ft myers / SW florida,SUV,2021-04-12 00:00:00+00:00,24
30432,lansing,other,2021-04-12 00:00:00+00:00,2
63867,wyoming,sedan,2021-04-12 00:00:00+00:00,17
13601,daytona beach,sedan,2021-04-12 00:00:00+00:00,31
25713,indianapolis,truck,2021-04-12 00:00:00+00:00,12
49993,santa maria,coupe,2021-04-12 00:00:00+00:00,1
57701,treasure coast,wagon,2021-04-12 00:00:00+00:00,1
65030,zanesville / cambridge,sedan,2021-04-12 00:00:00+00:00,17
7912,cedar rapids,convertible,2021-04-12 00:00:00+00:00,2
26133,ithaca,wagon,2021-04-12 00:00:00+00:00,4
46038,redding,hatchback,2021-04-12 00:00:00+00:00,3
62222,western slope,wagon,2021-04-12 00:00:00+00:00,1
13632,daytona beach,truck,2021-04-12 00:00:00+00:00,6
40651,northwest CT,hatchback,2021-04-12 00:00:00+00:00,1
26120,ithaca,van,2021-04-12 00:00:00+00:00,2
688,albany,van,2021-04-12 00:00:00+00:00,2
30486,lansing,sedan,2021-04-12 00:00:00+00:00,27
23241,harrisonburg,convertible,2021-04-12 00:00:00+00:00,1
60104,victoria,mini-van,2021-04-12 00:00:00+00:00,1
40633,northwest CT,coupe,2021-04-12 00:00:00+00:00,1
55724,stillwater,truck,2021-04-12 00:00:00+00:00,1
23219,harrisonburg,SUV,2021-04-12 00:00:00+00:00,3
60144,victoria,sedan,2021-04-12 00:00:00+00:00,3
13525,daytona beach,mini-van,2021-04-12 00:00:00+00:00,2
55506,state college,sedan,2021-04-12 00:00:00+00:00,2
7550,butte,SUV,2021-04-12 00:00:00+00:00,3
7946,cedar rapids,mini-van,2021-04-12 00:00:00+00:00,2
20382,ft myers / SW florida,convertible,2021-04-12 00:00:00+00:00,7
51949,skagit / island / SJI,sedan,2021-04-12 00:00:00+00:00,3
45033,pueblo,pickup,2021-04-12 00:00:00+00:00,3
44539,port huron,sedan,2021-04-12 00:00:00+00:00,1
13547,daytona beach,other,2021-04-12 00:00:00+00:00,2
25682,indianapolis,sedan,2021-04-12 00:00:00+00:00,39
20373,ft myers / SW florida,bus,2021-04-12 00:00:00+00:00,1
63840,wyoming,pickup,2021-04-12 00:00:00+00:00,1
56730,texarkana,pickup,2021-04-12 00:00:00+00:00,1
53986,space coast,coupe,2021-04-12 00:00:00+00:00,3
30418,lansing,mini-van,2021-04-12 00:00:00+00:00,2
26149,jackson,SUV,2021-04-12 00:00:00+00:00,5
13570,daytona beach,pickup,2021-04-12 00:00:00+00:00,1
28246,kenosha-racine,mini-van,2021-04-12 00:00:00+00:00,2
52021,south bend / michiana,SUV,2021-04-12 00:00:00+00:00,7
23430,hartford,coupe,2021-04-12 00:00:00+00:00,2
60098,victoria,hatchback,2021-04-12 00:00:00+00:00,1
13737,decatur,hatchback,2021-04-12 00:00:00+00:00,1
30553,lansing,wagon,2021-04-12 00:00:00+00:00,1
2821,athens,sedan,2021-04-12 00:00:00+00:00,5
44767,prescott,other,2021-04-12 00:00:00+00:00,5
40889,northwest GA,truck,2021-04-12 00:00:00+00:00,3
13747,decatur,other,2021-04-12 00:00:00+00:00,3
2287,asheville,convertible,2021-04-12 00:00:00+00:00,3
3171,augusta,truck,2021-04-12 00:00:00+00:00,2
7864,catskills,sedan,2021-04-12 00:00:00+00:00,2
55684,stillwater,pickup,2021-04-12 00:00:00+00:00,1
56670,texarkana,SUV,2021-04-12 00:00:00+00:00,1
63935,yakima,SUV,2021-04-12 00:00:00+00:00,9
35795,merced,sedan,2021-04-12 00:00:00+00:00,3
54720,st augustine,truck,2021-04-12 00:00:00+00:00,1
7843,catskills,pickup,2021-04-12 00:00:00+00:00,1
60068,victoria,SUV,2021-04-12 00:00:00+00:00,2
30574,laredo,SUV,2021-04-12 00:00:00+00:00,4
62240,wichita,SUV,2021-04-12 00:00:00+00:00,5
13786,decatur,sedan,2021-04-12 00:00:00+00:00,2
35819,merced,truck,2021-04-12 00:00:00+00:00,1
63920,wyoming,wagon,2021-04-12 00:00:00+00:00,2
26090,ithaca,sedan,2021-04-12 00:00:00+00:00,4
44725,prescott,hatchback,2021-04-12 00:00:00+00:00,1
50085,santa maria,sedan,2021-04-12 00:00:00+00:00,10
13659,daytona beach,van,2021-04-12 00:00:00+00:00,3
64105,yakima,truck,2021-04-12 00:00:00+00:00,10
44651,potsdam-canton-massena,truck,2021-04-12 00:00:00+00:00,2
63893,wyoming,truck,2021-04-12 00:00:00+00:00,2
57719,tri-cities,SUV,2021-04-12 00:00:00+00:00,8
25743,indianapolis,van,2021-04-12 00:00:00+00:00,2
7590,butte,truck,2021-04-12 00:00:00+00:00,4
53960,space coast,convertible,2021-04-12 00:00:00+00:00,1
7609,cape cod / islands,SUV,2021-04-12 00:00:00+00:00,2
44665,prescott,SUV,2021-04-12 00:00:00+00:00,9
13683,daytona beach,wagon,2021-04-12 00:00:00+00:00,3
7887,cedar rapids,SUV,2021-04-12 00:00:00+00:00,11
40671,northwest CT,other,2021-04-12 00:00:00+00:00,1
23265,harrisonburg,hatchback,2021-04-12 00:00:00+00:00,2
55709,stillwater,sedan,2021-04-12 00:00:00+00:00,3
13705,decatur,SUV,2021-04-12 00:00:00+00:00,1
44690,prescott,convertible,2021-04-12 00:00:00+00:00,1
44702,prescott,coupe,2021-04-12 00:00:00+00:00,2
30517,lansing,truck,2021-04-12 00:00:00+00:00,1
1548,anchorage / mat-su,truck,2021-04-12 00:00:00+00:00,1
7342,buffalo,hatchback,2021-04-12 00:00:00+00:00,4
51736,sioux falls / SE SD,sedan,2021-04-12 00:00:00+00:00,25
20974,galveston,other,2021-04-12 00:00:00+00:00,3
48717,san angelo,coupe,2021-04-12 00:00:00+00:00,1
36936,monroe,SUV,2021-04-12 00:00:00+00:00,4
41160,ocala,hatchback,2021-04-12 00:00:00+00:00,2
8326,central louisiana,SUV,2021-04-12 00:00:00+00:00,1
12355,corpus christi,SUV,2021-04-12 00:00:00+00:00,5
4134,battle creek,SUV,2021-04-12 00:00:00+00:00,2
2714,athens,coupe,2021-04-12 00:00:00+00:00,1
22998,harrisburg,SUV,2021-04-12 00:00:00+00:00,5
25202,huntsville / decatur,coupe,2021-04-12 00:00:00+00:00,3
21009,galveston,sedan,2021-04-12 00:00:00+00:00,1
40277,northern WI,truck,2021-04-12 00:00:00+00:00,1
26538,jacksonville,pickup,2021-04-12 00:00:00+00:00,2
7221,brunswick,sedan,2021-04-12 00:00:00+00:00,3
36877,mohave county,sedan,2021-04-12 00:00:00+00:00,4
1706,ann arbor,mini-van,2021-04-12 00:00:00+00:00,2
12400,corpus christi,coupe,2021-04-12 00:00:00+00:00,3
269,akron / canton,other,2021-04-12 00:00:00+00:00,3
64455,youngstown,other,2021-04-12 00:00:00+00:00,1
4120,baton rouge,wagon,2021-04-12 00:00:00+00:00,1
51587,sioux city,truck,2021-04-12 00:00:00+00:00,1
28424,killeen / temple / ft hood,coupe,2021-04-12 00:00:00+00:00,2
26569,jacksonville,sedan,2021-04-12 00:00:00+00:00,7
63555,worcester / central MA,hatchback,2021-04-12 00:00:00+00:00,6
27940,kennewick-pasco-richland,SUV,2021-04-12 00:00:00+00:00,21
12263,cookeville,SUV,2021-04-12 00:00:00+00:00,2
36983,monroe,hatchback,2021-04-12 00:00:00+00:00,2
601,albany,pickup,2021-04-12 00:00:00+00:00,7
8353,central louisiana,other,2021-04-12 00:00:00+00:00,1
12288,cookeville,other,2021-04-12 00:00:00+00:00,1
26599,jacksonville,truck,2021-04-12 00:00:00+00:00,4
12322,cookeville,sedan,2021-04-12 00:00:00+00:00,2
4194,battle creek,other,2021-04-12 00:00:00+00:00,1
21044,glens falls,SUV,2021-04-12 00:00:00+00:00,1
4187,battle creek,mini-van,2021-04-12 00:00:00+00:00,2
51560,sioux city,sedan,2021-04-12 00:00:00+00:00,4
55895,stockton,sedan,2021-04-12 00:00:00+00:00,99
62049,western slope,coupe,2021-04-12 00:00:00+00:00,1
23629,hartford,van,2021-04-12 00:00:00+00:00,1
54656,st augustine,mini-van,2021-04-12 00:00:00+00:00,1
29890,lakeland,SUV,2021-04-12 00:00:00+00:00,6
40254,northern WI,sedan,2021-04-12 00:00:00+00:00,6
25159,huntsville / decatur,SUV,2021-04-12 00:00:00+00:00,12
55871,stockton,pickup,2021-04-12 00:00:00+00:00,34
48683,salt lake city,van,2021-04-12 00:00:00+00:00,1
8301,central NJ,wagon,2021-04-12 00:00:00+00:00,4
1690,ann arbor,hatchback,2021-04-12 00:00:00+00:00,2
12498,corpus christi,sedan,2021-04-12 00:00:00+00:00,7
62069,western slope,hatchback,2021-04-12 00:00:00+00:00,1
2733,athens,hatchback,2021-04-12 00:00:00+00:00,2
43945,pierre / central SD,other,2021-04-12 00:00:00+00:00,1
41132,ocala,coupe,2021-04-12 00:00:00+00:00,7
40300,northern michigan,SUV,2021-04-12 00:00:00+00:00,2
47452,rochester,pickup,2021-04-12 00:00:00+00:00,1
26461,jacksonville,hatchback,2021-04-12 00:00:00+00:00,3
48611,salt lake city,pickup,2021-04-12 00:00:00+00:00,1
4015,baton rouge,other,2021-04-12 00:00:00+00:00,2
29952,lakeland,hatchback,2021-04-12 00:00:00+00:00,1
7256,buffalo,SUV,2021-04-12 00:00:00+00:00,15
43957,pittsburgh,SUV,2021-04-12 00:00:00+00:00,22
12542,corpus christi,van,2021-04-12 00:00:00+00:00,1
36776,mohave county,SUV,2021-04-12 00:00:00+00:00,2
12560,corpus christi,wagon,2021-04-12 00:00:00+00:00,1
60521,waco,sedan,2021-04-12 00:00:00+00:00,4
57471,topeka,wagon,2021-04-12 00:00:00+00:00,1
25277,huntsville / decatur,pickup,2021-04-12 00:00:00+00:00,4
36838,mohave county,offroad,2021-04-12 00:00:00+00:00,1
60551,waco,truck,2021-04-12 00:00:00+00:00,3
29929,lakeland,coupe,2021-04-12 00:00:00+00:00,5
63596,worcester / central MA,other,2021-04-12 00:00:00+00:00,2
25249,huntsville / decatur,other,2021-04-12 00:00:00+00:00,1
2335,asheville,hatchback,2021-04-12 00:00:00+00:00,2
51710,sioux falls / SE SD,pickup,2021-04-12 00:00:00+00:00,11
26511,jacksonville,other,2021-04-12 00:00:00+00:00,2
50208,sarasota-bradenton,coupe,2021-04-12 00:00:00+00:00,5
48634,salt lake city,sedan,2021-04-12 00:00:00+00:00,1
48663,salt lake city,truck,2021-04-12 00:00:00+00:00,2
54817,st cloud,mini-van,2021-04-12 00:00:00+00:00,1
12446,corpus christi,other,2021-04-12 00:00:00+00:00,1
27966,kennewick-pasco-richland,convertible,2021-04-12 00:00:00+00:00,2
54140,space coast,truck,2021-04-12 00:00:00+00:00,6
12467,corpus christi,pickup,2021-04-12 00:00:00+00:00,9
4068,baton rouge,sedan,2021-04-12 00:00:00+00:00,13
64128,yakima,van,2021-04-12 00:00:00+00:00,2
54659,st augustine,other,2021-04-12 00:00:00+00:00,1
36853,mohave county,pickup,2021-04-12 00:00:00+00:00,2
20048,fredericksburg,pickup,2021-04-12 00:00:00+00:00,5
22969,hanford-corcoran,sedan,2021-04-12 00:00:00+00:00,3
51538,sioux city,pickup,2021-04-12 00:00:00+00:00,7
37177,monterey bay,hatchback,2021-04-12 00:00:00+00:00,8
56598,terre haute,other,2021-04-12 00:00:00+00:00,1
4365,beaumont / port arthur,sedan,2021-04-12 00:00:00+00:00,1
21169,gold country,SUV,2021-04-12 00:00:00+00:00,2
12032,columbus,hatchback,2021-04-12 00:00:00+00:00,3
43567,peoria,other,2021-04-12 00:00:00+00:00,1
51487,sioux city,SUV,2021-04-12 00:00:00+00:00,3
40198,northeast SD,truck,2021-04-12 00:00:00+00:00,1
358,akron / canton,truck,2021-04-12 00:00:00+00:00,1
54647,st augustine,hatchback,2021-04-12 00:00:00+00:00,1
23654,hartford,wagon,2021-04-12 00:00:00+00:00,5
29803,lake of the ozarks,hatchback,2021-04-12 00:00:00+00:00,1
45119,pullman / moscow,SUV,2021-04-12 00:00:00+00:00,5
21146,glens falls,truck,2021-04-12 00:00:00+00:00,1
25079,humboldt county,truck,2021-04-12 00:00:00+00:00,1
37148,monterey bay,coupe,2021-04-12 00:00:00+00:00,1
12085,columbus,other,2021-04-12 00:00:00+00:00,7
57422,topeka,sedan,2021-04-12 00:00:00+00:00,5
12058,columbus,mini-van,2021-04-12 00:00:00+00:00,1
4320,beaumont / port arthur,other,2021-04-12 00:00:00+00:00,1
43551,peoria,hatchback,2021-04-12 00:00:00+00:00,1
2194,appleton-oshkosh-FDL,truck,2021-04-12 00:00:00+00:00,1
4431,bellingham,convertible,2021-04-12 00:00:00+00:00,2
21209,gold country,coupe,2021-04-12 00:00:00+00:00,2
43503,peoria,SUV,2021-04-12 00:00:00+00:00,2
37218,monterey bay,other,2021-04-12 00:00:00+00:00,4
29763,lake of the ozarks,SUV,2021-04-12 00:00:00+00:00,1
56587,terre haute,hatchback,2021-04-12 00:00:00+00:00,1
56829,texoma,hatchback,2021-04-12 00:00:00+00:00,1
54831,st cloud,other,2021-04-12 00:00:00+00:00,1
63503,worcester / central MA,convertible,2021-04-12 00:00:00+00:00,3
11975,columbus,convertible,2021-04-12 00:00:00+00:00,1
2679,athens,SUV,2021-04-12 00:00:00+00:00,7
51477,sierra vista,van,2021-04-12 00:00:00+00:00,1
28470,killeen / temple / ft hood,other,2021-04-12 00:00:00+00:00,2
64440,youngstown,mini-van,2021-04-12 00:00:00+00:00,1
25051,humboldt county,sedan,2021-04-12 00:00:00+00:00,2
41224,ocala,pickup,2021-04-12 00:00:00+00:00,12
12002,columbus,coupe,2021-04-12 00:00:00+00:00,5
50259,sarasota-bradenton,mini-van,2021-04-12 00:00:00+00:00,2
4400,bellingham,SUV,2021-04-12 00:00:00+00:00,8
28449,killeen / temple / ft hood,hatchback,2021-04-12 00:00:00+00:00,3
37131,monterey bay,convertible,2021-04-12 00:00:00+00:00,1
63527,worcester / central MA,coupe,2021-04-12 00:00:00+00:00,5
37065,monroe,truck,2021-04-12 00:00:00+00:00,1
64850,yuma,convertible,2021-04-12 00:00:00+00:00,1
25118,huntington-ashland,coupe,2021-04-12 00:00:00+00:00,2
25125,huntington-ashland,sedan,2021-04-12 00:00:00+00:00,2
37040,monroe,sedan,2021-04-12 00:00:00+00:00,8
40228,northern WI,other,2021-04-12 00:00:00+00:00,1
26647,jacksonville,wagon,2021-04-12 00:00:00+00:00,1
12206,columbus,van,2021-04-12 00:00:00+00:00,1
7191,brunswick,other,2021-04-12 00:00:00+00:00,1
25142,huntington-ashland,truck,2021-04-12 00:00:00+00:00,8
8387,central louisiana,sedan,2021-04-12 00:00:00+00:00,2
29852,lake of the ozarks,sedan,2021-04-12 00:00:00+00:00,2
49917,santa fe / taos,van,2021-04-12 00:00:00+00:00,1
4228,battle creek,sedan,2021-04-12 00:00:00+00:00,28
21079,glens falls,hatchback,2021-04-12 00:00:00+00:00,1
37017,monroe,pickup,2021-04-12 00:00:00+00:00,3
12235,columbus,wagon,2021-04-12 00:00:00+00:00,2
87,abilene,sedan,2021-04-12 00:00:00+00:00,3
51529,sioux city,other,2021-04-12 00:00:00+00:00,1
12175,columbus,truck,2021-04-12 00:00:00+00:00,6
51519,sioux city,mini-van,2021-04-12 00:00:00+00:00,1
4266,beaumont / port arthur,SUV,2021-04-12 00:00:00+00:00,4
43614,peoria,sedan,2021-04-12 00:00:00+00:00,7
41195,ocala,other,2021-04-12 00:00:00+00:00,7
37103,monterey bay,SUV,2021-04-12 00:00:00+00:00,6
4302,beaumont / port arthur,hatchback,2021-04-12 00:00:00+00:00,2
12113,columbus,pickup,2021-04-12 00:00:00+00:00,22
62454,wichita,van,2021-04-12 00:00:00+00:00,2
21125,glens falls,sedan,2021-04-12 00:00:00+00:00,3
50234,sarasota-bradenton,hatchback,2021-04-12 00:00:00+00:00,6
37090,monroe,wagon,2021-04-12 00:00:00+00:00,1
46923,richmond,sedan,2021-04-12 00:00:00+00:00,19
26673,janesville,SUV,2021-04-12 00:00:00+00:00,6
7184,brunswick,hatchback,2021-04-12 00:00:00+00:00,1
60698,waterloo / cedar falls,SUV,2021-04-12 00:00:00+00:00,3
12145,columbus,sedan,2021-04-12 00:00:00+00:00,47
43642,peoria,truck,2021-04-12 00:00:00+00:00,1
8411,central michigan,SUV,2021-04-12 00:00:00+00:00,2
55918,stockton,truck,2021-04-12 00:00:00+00:00,3
1739,ann arbor,pickup,2021-04-12 00:00:00+00:00,1
54165,space coast,van,2021-04-12 00:00:00+00:00,3
45946,redding,SUV,2021-04-12 00:00:00+00:00,41
3998,baton rouge,hatchback,2021-04-12 00:00:00+00:00,1
27511,kalispell,SUV,2021-04-12 00:00:00+00:00,10
47278,rochester,SUV,2021-04-12 00:00:00+00:00,11
27984,kennewick-pasco-richland,coupe,2021-04-12 00:00:00+00:00,1
28381,killeen / temple / ft hood,SUV,2021-04-12 00:00:00+00:00,1
3841,baltimore,sedan,2021-04-12 00:00:00+00:00,42
55835,stockton,mini-van,2021-04-12 00:00:00+00:00,3
30063,lakeland,truck,2021-04-12 00:00:00+00:00,2
25336,huntsville / decatur,truck,2021-04-12 00:00:00+00:00,1
60473,waco,other,2021-04-12 00:00:00+00:00,1
2747,athens,mini-van,2021-04-12 00:00:00+00:00,1
44116,pittsburgh,sedan,2021-04-12 00:00:00+00:00,38
36683,modesto,sedan,2021-04-12 00:00:00+00:00,82
62429,wichita,truck,2021-04-12 00:00:00+00:00,6
36589,modesto,hatchback,2021-04-12 00:00:00+00:00,6
51646,sioux falls / SE SD,SUV,2021-04-12 00:00:00+00:00,12
20865,gainesville,sedan,2021-04-12 00:00:00+00:00,14
51682,sioux falls / SE SD,hatchback,2021-04-12 00:00:00+00:00,2
12644,corvallis/albany,hatchback,2021-04-12 00:00:00+00:00,5
44027,pittsburgh,hatchback,2021-04-12 00:00:00+00:00,8
3944,baton rouge,SUV,2021-04-12 00:00:00+00:00,3
20775,gainesville,coupe,2021-04-12 00:00:00+00:00,1
56792,texoma,SUV,2021-04-12 00:00:00+00:00,1
55847,stockton,offroad,2021-04-12 00:00:00+00:00,1
55848,stockton,other,2021-04-12 00:00:00+00:00,4
62110,western slope,pickup,2021-04-12 00:00:00+00:00,5
30004,lakeland,pickup,2021-04-12 00:00:00+00:00,4
36729,modesto,van,2021-04-12 00:00:00+00:00,3
60429,waco,coupe,2021-04-12 00:00:00+00:00,1
41111,ocala,convertible,2021-04-12 00:00:00+00:00,1
12793,cumberland valley,SUV,2021-04-12 00:00:00+00:00,1
40337,northern michigan,coupe,2021-04-12 00:00:00+00:00,1
8204,central NJ,pickup,2021-04-12 00:00:00+00:00,3
40384,northern michigan,pickup,2021-04-12 00:00:00+00:00,1
3917,baltimore,wagon,2021-04-12 00:00:00+00:00,2
63655,worcester / central MA,sedan,2021-04-12 00:00:00+00:00,18
12735,corvallis/albany,truck,2021-04-12 00:00:00+00:00,4
23573,hartford,sedan,2021-04-12 00:00:00+00:00,40
54110,space coast,sedan,2021-04-12 00:00:00+00:00,23
26385,jacksonville,SUV,2021-04-12 00:00:00+00:00,10
44067,pittsburgh,other,2021-04-12 00:00:00+00:00,12
60453,waco,hatchback,2021-04-12 00:00:00+00:00,2
632,albany,sedan,2021-04-12 00:00:00+00:00,31
8228,central NJ,sedan,2021-04-12 00:00:00+00:00,20
36635,modesto,other,2021-04-12 00:00:00+00:00,1
62096,western slope,other,2021-04-12 00:00:00+00:00,1
3868,baltimore,truck,2021-04-12 00:00:00+00:00,2
20796,gainesville,hatchback,2021-04-12 00:00:00+00:00,2
50182,sarasota-bradenton,convertible,2021-04-12 00:00:00+00:00,1
36658,modesto,pickup,2021-04-12 00:00:00+00:00,4
20816,gainesville,other,2021-04-12 00:00:00+00:00,1
3894,baltimore,van,2021-04-12 00:00:00+00:00,1
12579,corvallis/albany,SUV,2021-04-12 00:00:00+00:00,7
44091,pittsburgh,pickup,2021-04-12 00:00:00+00:00,4
25355,huntsville / decatur,van,2021-04-12 00:00:00+00:00,1
62093,western slope,offroad,2021-04-12 00:00:00+00:00,1
44049,pittsburgh,mini-van,2021-04-12 00:00:00+00:00,1
48549,salt lake city,SUV,2021-04-12 00:00:00+00:00,1
12703,corvallis/albany,sedan,2021-04-12 00:00:00+00:00,22
30035,lakeland,sedan,2021-04-12 00:00:00+00:00,11
25388,imperial county,SUV,2021-04-12 00:00:00+00:00,1
7312,buffalo,coupe,2021-04-12 00:00:00+00:00,6
40349,northern michigan,hatchback,2021-04-12 00:00:00+00:00,1
8253,central NJ,truck,2021-04-12 00:00:00+00:00,2
12772,corvallis/albany,wagon,2021-04-12 00:00:00+00:00,2
57518,treasure coast,convertible,2021-04-12 00:00:00+00:00,1
55812,stockton,hatchback,2021-04-12 00:00:00+00:00,6
